id_asignacion,id_gestion,id_asignatura,id_docente,siacop_id_persona,paralelo,turno,horas_asignadas,categoria,nombramiento,evaluacion_nota,evaluacion_archivo_digital,nombre_sede,siacop_id_asignacion_docente,siacop_id_asignacion,siacop_id_gestion,siacop_gestion
919,9,818,86,1550,B,T,28,INVITADO,MED.VILESP.14.131.176.MED-200.2.T.B / 28.,NULL,,VILLA ESPERANZA,105869,88195,131,2019
920,9,821,130,4107,H,M,20,INVITADO,MED.VILESP.14.131.176.MED - 201.2.M.H / 38.,NULL,,VILLA ESPERANZA,105871,88196,131,2019
921,9,1342,173,35284,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-301-01.3.M.PH / 45.,NULL,,VILLA ESPERANZA,105883,88235,131,2019
922,9,1342,171,35253,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-301-01.3.M.PH / 13.,NULL,,VILLA ESPERANZA,105884,88213,131,2019
923,9,825,148,4486,A,M,24,INVITADO,MED.VILESP.14.131.176.MED - 303.3.M.A / 40.,NULL,,VILLA ESPERANZA,105887,88206,131,2019
924,9,827,69,1284,PH,M,20,INVITADO,MED.VILESP.14.131.176.MED-304.3.M.PH / 41.,NULL,,VILLA ESPERANZA,105901,88247,131,2019
925,9,1343,130,4107,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-301-02.3.M.PH / 42.,NULL,,VILLA ESPERANZA,105903,88198,131,2019
926,9,832,197,43272,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED - 403.4.M.PH / 20.,NULL,,VILLA ESPERANZA,106127,88290,131,2019
927,9,1347,61,1271,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-400 .4.M.PH / 21.,NULL,,VILLA ESPERANZA,106130,88295,131,2019
928,9,833,47,677,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-404.4.M.PH / 48.,NULL,,VILLA ESPERANZA,106136,88301,131,2019
929,9,832,141,4392,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED - 403.4.M.PH / 19.,NULL,,VILLA ESPERANZA,106141,88310,131,2019
930,9,1346,138,4387,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-400 .4.M.PH / 134.,NULL,,VILLA ESPERANZA,106150,88325,131,2019
931,9,837,104,2313,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED - 502.5.M.PH / 47.,NULL,,VILLA ESPERANZA,106353,88348,131,2019
932,9,837,71,1291,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED - 502.5.M.PH / 49.,NULL,,VILLA ESPERANZA,106355,88360,131,2019
933,9,817,84,1475,F,T,16,INVITADO,MED.VILESP.14.131.176.MED - 103.1.T.F / 15.,NULL,,VILLA ESPERANZA,107581,88141,131,2019
934,9,1342,170,35252,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-301-01.3.M.PH / 18.,NULL,,VILLA ESPERANZA,108026,88255,131,2019
935,9,819,63,1276,H,M,12,INVITADO,MED.VILESP.14.131.176.MED - 202.2.M.H / 16.,NULL,,VILLA ESPERANZA,108030,88191,131,2019
936,9,818,229,63325,H,T,28,INVITADO,MED.VILESP.14.131.176.MED-200.2.T.H / 17.,NULL,,VILLA ESPERANZA,108032,88189,131,2019
937,9,814,233,66789,B,M,40,INVITADO,MED.VILESP.14.131.176.MED - 100.1.M.B / 14.,NULL,,VILLA ESPERANZA,108034,88174,131,2019
938,9,822,39,520,D,T,20,INVITADO,MED.VILESP.14.131.176.MED-204.2.T.D / 46.,NULL,,VILLA ESPERANZA,108040,90386,131,2019
939,9,816,83,1472,L,T,20,INVITADO,MED.VILESP.14.131.176.MED - 102.1.T.L / 53.,NULL,,VILLA ESPERANZA,108199,90456,131,2019
940,9,816,4,74,G,T,20,INVITADO,MED.VILESP.14.131.176.MED - 102.1.T.G / 52.,NULL,,VILLA ESPERANZA,108280,88146,131,2019
941,9,820,70,1290,E,M,20,INVITADO,MED.VILESP.14.131.176.MED - 203.2.M.E / 55.,NULL,,VILLA ESPERANZA,108305,88186,131,2019
942,9,820,22,309,D,T,20,INVITADO,MED.VILESP.14.131.176.MED - 203.2.T.D / 54.,NULL,,VILLA ESPERANZA,108307,88190,131,2019
943,9,1343,192,40101,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-301-02.3.M.PH / 59.,NULL,,VILLA ESPERANZA,108316,88253,131,2019
944,9,1342,131,4363,PH,T,40,INVITADO,MED.VILESP.14.131.176.MED-301-01.3.T.PH / 60.,NULL,,VILLA ESPERANZA,108325,88232,131,2019
945,9,1350,102,2229,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-400 .4.M.PH / 66.,NULL,,VILLA ESPERANZA,108365,88320,131,2019
946,9,831,188,39931,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED - 402.4.M.PH / 69.,NULL,,VILLA ESPERANZA,108366,88322,131,2019
947,9,1359,189,39937,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-501.5.M.PH / 70.,NULL,,VILLA ESPERANZA,108370,88350,131,2019
948,9,819,78,1383,D,T,20,INVITADO,MED.VILESP.14.131.176.MED - 202.2.T.D / 75.,NULL,,VILLA ESPERANZA,108375,90628,131,2019
949,9,1349,62,1275,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-400 .4.M.PH / 77.,NULL,,VILLA ESPERANZA,108383,88331,131,2019
950,9,824,56,800,F,T,9,INVITADO,MED.VILESP.14.131.176.MED - 302.3.T.F / 76.,NULL,,VILLA ESPERANZA,108384,90119,131,2019
951,9,2549,8,169,A,M,40,INVITADO,MED.VILESP.14.131.176.MED-600.6.M.A / 79.,NULL,,VILLA ESPERANZA,108436,87977,131,2019
952,9,1342,11,198,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-301-01.3.M.PH / 63.,NULL,,VILLA ESPERANZA,108439,88200,131,2019
953,9,823,132,4364,E,T,24,INVITADO,MED.VILESP.14.131.176.MED-300.3.T.E / 57.,NULL,,VILLA ESPERANZA,108442,88211,131,2019
954,9,823,73,1314,D,M,24,INVITADO,MED.VILESP.14.131.176.MED-300.3.M.D / 56.,NULL,,VILLA ESPERANZA,108443,88218,131,2019
955,9,827,65,1278,PH,M,20,INVITADO,MED.VILESP.14.131.176.MED-304.3.M.PH / 58.,NULL,,VILLA ESPERANZA,108444,88257,131,2019
956,9,1342,150,4507,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-301-01.3.M.PH / 62.,NULL,,VILLA ESPERANZA,108445,88214,131,2019
957,9,1342,119,3308,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-301-01.3.M.PH / 61.,NULL,,VILLA ESPERANZA,108446,88199,131,2019
958,9,1348,95,1760,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-400 .4.M.PH / 67.,NULL,,VILLA ESPERANZA,108447,88293,131,2019
959,9,1351,72,1313,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-400 .4.M.PH / 68.,NULL,,VILLA ESPERANZA,108448,88302,131,2019
960,9,1345,23,313,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-400 .4.M.PH / 64.,NULL,,VILLA ESPERANZA,108449,88317,131,2019
961,9,1353,76,1349,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-401 .4.M.PH / 65.,NULL,,VILLA ESPERANZA,108450,88327,131,2019
962,9,1355,80,1456,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-500.5.M.PH / 74.,NULL,,VILLA ESPERANZA,108451,88344,131,2019
963,9,1355,143,4397,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-500.5.M.PH / 73.,NULL,,VILLA ESPERANZA,108455,88342,131,2019
964,9,1356,211,51270,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-500.5.M.PH / 72.,NULL,,VILLA ESPERANZA,108456,88374,131,2019
965,9,1356,226,62996,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-500.5.M.PH / 71.,NULL,,VILLA ESPERANZA,108457,88366,131,2019
966,9,839,248,75068,B,T,18,INVITADO,MED.VILESP.14.131.176.MED - 504.5.T.B / 78.,NULL,,VILLA ESPERANZA,108639,90919,131,2019
967,9,814,36,477,J,T,40,INVITADO,MED.VILESP.14.131.176.MED - 100.1.T.J / 81.,NULL,,VILLA ESPERANZA,108649,90945,131,2019
968,9,818,198,44407,F,T,9,INVITADO,MED.VILESP.14.131.176.MED-200.2.T.F / 92.,NULL,,VILLA ESPERANZA,108975,90117,131,2019
969,9,815,210,51246,G,T,20,INVITADO,MED.VILESP.14.131.176.MED - 101.1.T.G / 80.,NULL,,VILLA ESPERANZA,109024,88160,131,2019
970,9,828,180,35315,B,T,16,INVITADO,MED.VILESP.14.131.176.MED - 305.3.T.B / 82.,NULL,,VILLA ESPERANZA,109027,88209,131,2019
971,9,1342,200,46370,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-301-01.3.M.PH / 83.,NULL,,VILLA ESPERANZA,109029,88208,131,2019
972,9,1346,221,56132,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-400 .4.M.PH / 86.,NULL,,VILLA ESPERANZA,109032,88288,131,2019
973,9,1354,234,66892,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-401 .4.M.PH / 85.,NULL,,VILLA ESPERANZA,109033,88315,131,2019
974,9,833,120,3309,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-404.4.M.PH / 88.,NULL,,VILLA ESPERANZA,109035,88298,131,2019
975,9,1352,187,38727,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-401 .4.M.PH / 87.,NULL,,VILLA ESPERANZA,109036,88333,131,2019
976,9,1345,176,35299,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-400 .4.M.PH / 84.,NULL,,VILLA ESPERANZA,109037,88335,131,2019
977,9,840,202,46538,B,T,24,INVITADO,MED.VILESP.14.131.176.MED - 505.5.T.B / 89.,NULL,,VILLA ESPERANZA,109040,91001,131,2019
978,9,1364,220,54780,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-502.5.M.PH / 90.,NULL,,VILLA ESPERANZA,109042,88347,131,2019
979,9,1360,195,42857,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-501.5.M.PH / 91.,NULL,,VILLA ESPERANZA,109045,88364,131,2019
980,9,1342,184,38686,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-301-01.3.M.PH / 100.,NULL,,VILLA ESPERANZA,109612,88262,131,2019
981,9,838,113,3298,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED - 503.5.M.PH / 110.,NULL,,VILLA ESPERANZA,109790,88356,131,2019
982,9,1359,136,4381,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-501.5.M.PH / 96.,NULL,,VILLA ESPERANZA,109798,91474,131,2019
983,9,1342,207,49708,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-301-01.3.M.PH / 101.,NULL,,VILLA ESPERANZA,109802,91573,131,2019
984,9,828,180,35315,A,T,16,INVITADO,MED.VILESP.14.131.176.MED - 305.3.T.A / 102.,NULL,,VILLA ESPERANZA,109804,88210,131,2019
985,9,825,95,1760,E,M,24,INVITADO,MED.VILESP.14.131.176.MED - 303.3.M.E / 98.,NULL,,VILLA ESPERANZA,109909,91638,131,2019
986,9,827,40,534,PH,T,20,INVITADO,MED.VILESP.14.131.176.MED-304.3.T.PH / 99.,NULL,,VILLA ESPERANZA,109942,91574,131,2019
987,9,820,186,38695,G,T,20,INVITADO,MED.VILESP.14.131.176.MED - 203.2.T.G / 103.,NULL,,VILLA ESPERANZA,110137,91468,131,2019
988,9,834,98,1783,B,N,24,INVITADO,MED.VILESP.14.131.176.MED-405.4.N.B / 95.,NULL,,VILLA ESPERANZA,110553,91982,131,2019
989,9,817,243,73192,C,T,16,INVITADO,MED.VILESP.14.131.176.MED - 103.1.T.C / 104.,NULL,,VILLA ESPERANZA,110555,91687,131,2019
990,9,822,146,4483,B,T,20,INVITADO,MED.VILESP.14.131.176.MED-204.2.T.B / 111.,NULL,,VILLA ESPERANZA,110563,92031,131,2019
991,9,827,245,73257,PH,T,20,INVITADO,MED.VILESP.14.131.176.MED-304.3.T.PH / 108.,NULL,,VILLA ESPERANZA,110565,92033,131,2019
992,9,819,255,84018,E,T,20,INVITADO,MED.VILESP.14.131.176.MED - 202.2.T.D / 112.,NULL,,VILLA ESPERANZA,110600,91467,131,2019
993,9,819,158,5166,G,M,20,INVITADO,MED.VILESP.14.131.176.MED - 202.2.M.G / 107.,NULL,,VILLA ESPERANZA,110601,92077,131,2019
994,9,818,166,31552,B,T,24,INVITADO,MED.VILESP.14.131.176.MED-200.2.T.B / 106.,NULL,,VILLA ESPERANZA,110603,91824,131,2019
995,9,821,206,48236,A,M,20,INVITADO,MED.VILESP.14.131.176.MED - 201.2.M.A / 105.,NULL,,VILLA ESPERANZA,110604,92078,131,2019
996,9,1342,185,38689,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-301-01.3.M.PH / 117.,NULL,,VILLA ESPERANZA,110605,88201,131,2019
997,9,824,246,73258,E,M,24,INVITADO,MED.VILESP.14.131.176.MED - 302.3.M.E / 130.,NULL,,VILLA ESPERANZA,110611,88240,131,2019
998,9,824,259,84678,C,M,24,INVITADO,MED.VILESP.14.131.176.MED - 302.3.M.C / 114.,NULL,,VILLA ESPERANZA,110614,88242,131,2019
999,9,827,252,77271,PH,M,20,INVITADO,MED.VILESP.14.131.176.MED-304.3.M.PH / 109.,NULL,,VILLA ESPERANZA,110615,92092,131,2019
1000,9,1342,253,78669,PH,T,40,INVITADO,MED.VILESP.14.131.176.MED-301-01.3.T.PH / 119.,NULL,,VILLA ESPERANZA,110616,88229,131,2019
1001,9,827,235,70366,PH,M,20,INVITADO,MED.VILESP.14.131.176.MED-304.3.M.PH / 115.,NULL,,VILLA ESPERANZA,110621,92112,131,2019
1002,9,1342,247,74362,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-301-01.3.M.PH / 118.,NULL,,VILLA ESPERANZA,110623,92117,131,2019
1003,9,1344,156,4963,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-301-03.3.M.PH / 116.,NULL,,VILLA ESPERANZA,110635,92035,131,2019
1004,9,1350,242,72288,PH,T,40,INVITADO,MED.VILESP.14.131.176.MED-400 .4.T.PH / 123.,NULL,,VILLA ESPERANZA,110637,92039,131,2019
1005,9,1353,106,2400,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-401 .4.M.PH / 120.,NULL,,VILLA ESPERANZA,110638,92043,131,2019
1006,9,1349,260,84698,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-400 .4.M.PH / 122.,NULL,,VILLA ESPERANZA,110639,90121,131,2019
1007,9,1363,236,70394,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-501.5.M.PH / 126.,NULL,,VILLA ESPERANZA,110646,92066,131,2019
1008,9,840,263,84797,A,T,24,INVITADO,MED.VILESP.14.131.176.MED - 505.5.T.A / 125.,NULL,,VILLA ESPERANZA,110647,88355,131,2019
1009,9,1357,256,84037,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-500.5.M.PH / 131.,NULL,,VILLA ESPERANZA,110649,88370,131,2019
1010,9,1357,241,71988,PH,T,40,INVITADO,MED.VILESP.14.131.176.MED-500.5.T.PH / 128.,NULL,,VILLA ESPERANZA,110650,91697,131,2019
1011,9,1358,216,53065,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-500.5.M.PH / 127.,NULL,,VILLA ESPERANZA,110651,90123,131,2019
1012,9,1351,257,84159,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-400 .4.M.PH / 124.,NULL,,VILLA ESPERANZA,110677,88297,131,2019
1013,9,1354,251,76262,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-401 .4.M.PH / 121.,NULL,,VILLA ESPERANZA,110678,91833,131,2019
1014,9,825,218,53623,C,T,24,INVITADO,MED.VILESP.14.131.176.MED - 303.3.T.C / 113.,NULL,,VILLA ESPERANZA,110741,92184,131,2019
1015,9,1360,209,49718,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-501.5.M.PH / 97.,NULL,,VILLA ESPERANZA,110787,88345,131,2019
1016,9,1361,261,84709,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-501.5.M.PH / 129.,NULL,,VILLA ESPERANZA,110857,92238,131,2019
1017,9,1363,238,70911,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-501.5.M.PH / 133.,NULL,,VILLA ESPERANZA,110962,92277,131,2019
1018,9,838,240,71049,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED - 503.5.M.PH / 132.,NULL,,VILLA ESPERANZA,110976,92261,131,2019
1019,9,823,86,1550,C,M,24,INVITADO,MED.VILESP.14.131.176.MED-300.3.M.C / 144.,NULL,,VILLA ESPERANZA,111385,92526,131,2019
1020,9,1365,142,4396,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-502.5.M.PH / 143.,NULL,,VILLA ESPERANZA,111395,92531,131,2019
1021,9,1364,140,4391,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-502.5.M.PH / 146.,NULL,,VILLA ESPERANZA,111396,92532,131,2019
1022,9,825,249,75075,B,T,24,INVITADO,MED.VILESP.14.131.176.MED - 303.3.T.B / 151.,NULL,,VILLA ESPERANZA,111642,92190,131,2019
1023,9,823,132,4364,A,M,15,INVITADO,MED.VILESP.14.131.176.MED-300.3.M.A / 139.,NULL,,VILLA ESPERANZA,111647,88212,131,2019
1024,9,827,147,4485,PH,M,20,INVITADO,MED.VILESP.14.131.176.MED-304.3.M.PH / 140.,NULL,,VILLA ESPERANZA,111648,92525,131,2019
1025,9,827,69,1284,PH,M,20,INVITADO,MED.VILESP.14.131.176.MED-304.3.M.PH / 142.,NULL,,VILLA ESPERANZA,111650,92524,131,2019
1026,9,823,132,4364,E,T,24,INVITADO,MED.VILESP.14.131.176.MED-300.3.T.E / 141.,NULL,,VILLA ESPERANZA,111651,92678,131,2019
1027,9,1342,215,53060,PH,M,32,INVITADO,MED.VILESP.14.131.176.MED-301-01.3.M.PH / 152.,NULL,,VILLA ESPERANZA,111653,92679,131,2019
1028,9,1342,258,84650,PH,M,32,INVITADO,MED.VILESP.14.131.176.MED-301-01.3.M.PH / 147.,NULL,,VILLA ESPERANZA,111654,92680,131,2019
1029,9,1345,265,85374,PH,M,32,INVITADO,MED.VILESP.14.131.176.MED-400 .4.M.PH / 148.,NULL,,VILLA ESPERANZA,111655,92529,131,2019
1030,9,1355,80,1456,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-500.5.M.PH / 145.,NULL,,VILLA ESPERANZA,111659,88354,131,2019
1031,9,1361,264,84819,PH,M,32,INVITADO,MED.VILESP.14.131.176.MED-501.5.M.PH / 153.,NULL,,VILLA ESPERANZA,111661,92152,131,2019
1032,9,838,217,53081,PH,M,32,INVITADO,MED.VILESP.14.131.176.MED - 503.5.M.PH / 154.,NULL,,VILLA ESPERANZA,111662,92681,131,2019
1033,9,823,267,90360,B,M,24,INVITADO,MED.VILESP.14.131.176.MED-300.3.M.B / 150.,NULL,,VILLA ESPERANZA,111681,92683,131,2019
1034,9,1363,247,74362,PH,M,32,INVITADO,MED.VILESP.14.131.176.MED-501.5.M.PH / 149.,NULL,,VILLA ESPERANZA,111742,92530,131,2019
1035,9,1359,266,90354,PH,M,40,INVITADO,MED.VILESP.14.131.730.MED-501.5.M.PH / 138.,NULL,,VILLA ESPERANZA,111748,91072,131,2019
1036,10,2507,129,3868,A,M,40,INVESTIGADOR,MED.INSDEINV.14.135.176.INV.11.M.A / 1.,NULL,,INSTITUTO DE  INVESTIGACIÓN,111846,92766,135,2019 INVESTIGACIÓN
1037,10,2507,172,35254,C,M,40,INVESTIGADOR,MED.INSDEINV.14.135.176.INV.11.M.C / 3.,NULL,,INSTITUTO DE  INVESTIGACIÓN,111848,92796,135,2019 INVESTIGACIÓN
1038,10,2507,133,4365,D,M,40,INVESTIGADOR,MED.INSDEINV.14.135.176.INV.11.M.D / 2.,NULL,,INSTITUTO DE  INVESTIGACIÓN,111849,92797,135,2019 INVESTIGACIÓN
1039,9,1342,262,84796,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-301-01.3.M.PH / 155.,NULL,,VILLA ESPERANZA,111954,92842,131,2019
1040,9,816,144,4414,I,T,20,INVITADO,MED.VILESP.14.131.176.MED - 102.1.T.I / 156.,NULL,,VILLA ESPERANZA,113249,94387,131,2019
1041,9,827,239,71047,PH,M,20,INVITADO,MED.VILESP.14.131.176.MED-304.3.M.PH / 157.,NULL,,VILLA ESPERANZA,115078,94402,131,2019
1042,9,818,156,4963,G,T,28,INVITADO,MED.VILESP.14.131.176.MED-200.2.T.G / 158.,NULL,,VILLA ESPERANZA,115609,95619,131,2019
1043,9,1361,128,3784,A,T,32,INVITADO,MED.VILESP.14.131.176.MED-501.5.T.A / 161.,NULL,,VILLA ESPERANZA,117385,97223,131,2019
1044,9,1344,268,94931,PH,M,32,INVITADO,MED.VILESP.14.131.176.MED-301-03.3.M.PH / 160.,NULL,,VILLA ESPERANZA,117386,97224,131,2019
1045,9,1342,158,5166,PH,M,40,INVITADO,MED.VILESP.14.131.176.MED-301-01.3.M.PH / 159.,NULL,,VILLA ESPERANZA,117406,97225,131,2019
1046,10,2507,233,66789,B,M,40,INVESTIGADOR,MED.INSDEINV.14.135.176.INV.11.M.B / 4.,NULL,,INSTITUTO DE  INVESTIGACIÓN,117428,92809,135,2019 INVESTIGACIÓN
1047,11,815,125,3497,A,M,20,INTENSIVO,MED.VILESP.14.154.176.MED - 101.1.M.A / 1.,NULL,,VILLA ESPERANZA,118458,99114,154,2019-VERANO
1048,11,816,103,2246,A,M,20,INTENSIVO,MED.VILESP.14.154.176.MED - 102.1.M.A / 2.,NULL,,VILLA ESPERANZA,118459,99113,154,2019-VERANO
1049,12,822,41,574,A,T,20,CONTRATADO,MED.VILESP.14.156.176.MED-204.2.T.A / 10.,NULL,,VILLA ESPERANZA,119024,99513,156,2020
1050,12,822,68,1282,C,M,20,CONTRATADO,MED.VILESP.14.156.176.MED-204.2.M.C / 14.,NULL,,VILLA ESPERANZA,119027,99514,156,2020
1051,12,817,45,630,A,M,16,CONTRATADO,MED.VILESP.14.156.176.MED - 103.1.M.A / 4.,NULL,,VILLA ESPERANZA,119049,99531,156,2020
1052,12,814,10,187,A,M,40,CONTRATADO,MED.VILESP.14.156.176.MED - 100.1.M.A / 1.,NULL,,VILLA ESPERANZA,119051,99533,156,2020
1053,12,815,38,488,B,M,16,CONTRATADO,MED.VILESP.14.156.176.MED - 101.1.M.B / 5.,NULL,,VILLA ESPERANZA,119061,99539,156,2020
1054,12,816,29,372,C,M,20,CONTRATADO,MED.VILESP.14.156.176.MED - 102.1.M.C / 6.,NULL,,VILLA ESPERANZA,119086,99548,156,2020
1055,12,820,114,3299,B,T,20,CONTRATADO,MED.VILESP.14.156.176.MED - 203.2.T.B / 12.,NULL,,VILLA ESPERANZA,119100,99558,156,2020
1056,12,815,16,232,A,M,20,CONTRATADO,MED.VILESP.14.156.176.MED - 101.1.M.A / 2.,NULL,,VILLA ESPERANZA,119105,99561,156,2020
1057,12,816,35,475,D,T,20,CONTRATADO,MED.VILESP.14.156.176.MED - 102.1.T.D / 7.,NULL,,VILLA ESPERANZA,119118,99571,156,2020
1058,12,831,51,736,PH,M,40,CONTRATADO,MED.VILESP.14.156.176.MED - 402.4.M.PH / 19.,NULL,,VILLA ESPERANZA,119417,99707,156,2020
1059,12,819,63,1276,C,M,20,CONTRATADO,MED.VILESP.14.156.176.MED - 202.2.M.C / 13.,NULL,,VILLA ESPERANZA,119425,99708,156,2020
1060,12,1344,24,328,PH,M,40,CONTRATADO,MED.VILESP.14.156.176.MED-301-03.3.M.PH / 18.,NULL,,VILLA ESPERANZA,119429,99540,156,2020
1061,12,819,43,590,B,T,20,CONTRATADO,MED.VILESP.14.156.176.MED - 202.2.T.B / 11.,NULL,,VILLA ESPERANZA,119437,99586,156,2020
1062,12,825,20,268,G,M,24,CONTRATADO,MED.VILESP.14.156.176.MED - 303.3.M.G / 17.,NULL,,VILLA ESPERANZA,119440,99551,156,2020
1063,12,833,47,677,PH,M,40,INVITADO,MED.VILESP.14.156.176.MED-404.4.M.PH / 5.,NULL,,VILLA ESPERANZA,119467,99724,156,2020
1064,12,814,152,4633,E,T,40,INVITADO,MED.VILESP.14.156.176.MED - 100.1.T.E / 1.,NULL,,VILLA ESPERANZA,119482,99735,156,2020
1065,12,1347,79,1396,PH,M,40,CONTRATADO,MED.VILESP.14.156.176.MED-400 .4.M.PH / 21.,NULL,,VILLA ESPERANZA,119483,99521,156,2020
1066,12,824,8,169,F,T,24,CONTRATADO,MED.VILESP.14.156.176.MED - 302.3.T.F / 16.,NULL,,VILLA ESPERANZA,119501,99740,156,2020
1067,12,815,115,3301,I,M,20,INVITADO,MED.VILESP.14.156.176.MED - 101.1.M.I / 4.,NULL,,VILLA ESPERANZA,119511,99647,156,2020
1068,12,815,115,3301,H,M,20,INVITADO,MED.VILESP.14.156.176.MED - 101.1.M.H / 3.,NULL,,VILLA ESPERANZA,119515,99741,156,2020
1069,12,820,22,309,F,M,20,CONTRATADO,MED.VILESP.14.156.176.MED - 203.2.M.F / 15.,NULL,,VILLA ESPERANZA,119524,99746,156,2020
1070,12,1352,44,629,PH,M,40,CONTRATADO,MED.VILESP.14.156.176.MED-401 .4.M.PH / 20.,NULL,,VILLA ESPERANZA,119528,99745,156,2020
1071,12,814,5,115,F,M,40,INVITADO,MED.VILESP.14.156.176.MED - 100.1.M.F / 2.,NULL,,VILLA ESPERANZA,119533,99590,156,2020
1072,12,816,134,4368,E,M,16,INVITADO,MED.VILESP.14.156.176.MED - 102.1.M.E / 1.,NULL,,VILLA ESPERANZA,119537,99739,156,2020
1073,12,816,134,4368,I,T,16,INVITADO,MED.VILESP.14.156.176.MED - 102.1.T.I / 2.,NULL,,VILLA ESPERANZA,119540,99743,156,2020
1074,12,816,83,1472,A,M,20,CONTRATADO,MED.VILESP.14.156.176.MED - 102.1.M.A / 3.,NULL,,VILLA ESPERANZA,119596,99768,156,2020
1075,12,819,43,590,A,T,20,CONTRATADO,MED.VILESP.14.156.176.MED - 202.2.T.A / 9.,NULL,,VILLA ESPERANZA,119620,99784,156,2020
1076,12,816,35,475,F,T,20,CONTRATADO,MED.VILESP.14.156.176.MED - 102.1.T.F / 8.,NULL,,VILLA ESPERANZA,119622,99786,156,2020
1077,12,815,16,232,F,T,20,CONTRATADO,MED.VILESP.14.156.176.MED - 101.1.T.F / 22.,NULL,,VILLA ESPERANZA,119800,99881,156,2020
1078,12,834,2,46,A,T,24,CONTRATADO,MED.VILESP.14.156.176.MED-405.4.T.A / 34.,NULL,,VILLA ESPERANZA,119971,99544,156,2020
1079,12,821,37,485,C,M,20,CONTRATADO,MED.VILESP.14.156.176.MED - 201.2.M.C / 25.,NULL,,VILLA ESPERANZA,119987,99748,156,2020
1080,12,1342,27,359,PH,M,40,CONTRATADO,MED.VILESP.14.156.176.MED-301-01.3.M.PH / 30.,NULL,,VILLA ESPERANZA,120002,99584,156,2020
1081,12,1362,59,1267,PH,M,40,CONTRATADO,MED.VILESP.14.156.176.MED-501.5.M.PH / 23.,NULL,,VILLA ESPERANZA,120058,99535,156,2020
1082,12,1358,105,2314,PH,M,40,CONTRATADO,MED.VILESP.14.156.176.MED-500.5.M.PH / 24.,NULL,,VILLA ESPERANZA,120064,99541,156,2020
1083,12,820,70,1290,A,T,20,CONTRATADO,MED.VILESP.14.156.176.MED - 203.2.T.A / 27.,NULL,,VILLA ESPERANZA,120068,99587,156,2020
